Age,AnnualIncome,CreditScore,EmploymentStatus,LoanAmount,LoanDuration,EducationLevel,NumberOfDependents,MonthlyDebtPayments,CreditCardUtilizationRate,DebtToIncomeRatio,BankruptcyHistory,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,LoanPurpose,RiskScore,LoanApproved
50,41181,536,Self-Employed,31641,36,Associate,0,398,0.2892504153799028,0.0870215822872176,0,0,24,17,Home,54.0,0
34,43553,563,Employed,26244,60,Associate,5,280,0.3170337869200386,0.4016307189543439,0,0,27,7,Auto,58.0,0
34,54396,614,Employed,29499,48,Bachelor,2,397,0.087299639405703,0.3848554118125832,0,0,28,26,Other,50.0,0
43,41440,594,Employed,22540,60,High School,0,449,0.1731786948132316,0.4385335713928198,0,0,22,22,Auto,56.0,0
34,38671,515,Employed,16935,72,Bachelor,3,705,0.1418645158214893,0.33055913965937,0,0,19,22,Education,54.0,0
39,60356,619,Employed,16433,72,Master,4,889,0.1519597304806799,0.1206031023898719,0,0,21,9,Debt Consolidation,31.200000000000003,1
65,15592,608,Employed,31273,48,Associate,0,683,0.1826958767674325,0.1316685197415375,0,0,26,17,Education,46.0,0
37,20864,505,Employed,13193,24,High School,2,402,0.0993218180348449,0.6683305080639496,0,0,25,1,Home,63.0,0
35,26726,568,Unemployed,49457,60,Associate,2,425,0.4907890380128455,0.495936903566826,0,0,24,26,Education,62.0,0
32,26379,559,Employed,32306,24,Master,4,490,0.2082602870252121,0.4883313275900782,0,0,29,17,Auto,58.0,0
48,34434,545,Employed,28682,60,Master,2,425,0.2752083225100964,0.4791740855063281,0,0,33,18,Education,53.0,0
37,23282,585,Employed,33664,48,Master,1,295,0.3972694581641949,0.585304091344401,0,1,26,10,Auto,62.0,0
32,132452,546,Employed,36024,48,High School,3,220,0.2406808583930774,0.0874930021281846,0,0,25,15,Auto,48.0,0
55,23661,587,Employed,16187,96,Associate,0,551,0.1503456878686032,0.3742813895022561,0,0,26,18,Other,53.0,0
57,176963,632,Employed,24882,72,Doctorate,2,338,0.1424750366017369,0.3775059723114009,0,0,20,10,Home,32.0,1
32,15000,500,Employed,20496,108,Associate,0,527,0.2896112728772494,0.6547451793162965,1,0,23,10,Home,72.0,0
18,137037,529,Unemployed,24641,48,High School,2,180,0.1815420891574369,0.3004280931805583,0,0,18,3,Debt Consolidation,42.400000000000006,1
52,61360,588,Employed,24441,60,High School,2,749,0.1767646236831078,0.1285059188388959,0,0,28,9,Other,50.0,0
31,81776,612,Employed,14455,108,Doctorate,1,311,0.3849364933748636,0.0570250558977983,0,0,31,6,Home,38.400000000000006,1
49,25334,602,Employed,35848,48,Associate,3,882,0.1597696683786322,0.4277543187980829,0,0,24,26,Auto,54.0,0
18,35214,571,Employed,15293,48,Master,2,654,0.1362362298372135,0.6341985486880092,0,0,33,15,Education,58.0,0
50,34267,606,Employed,36302,108,High School,2,350,0.3473138251399892,0.2784323174040218,0,0,20,3,Debt Consolidation,47.0,0
25,37808,583,Employed,15324,24,Bachelor,3,487,0.0470506830797784,0.2864100097726383,0,1,20,6,Home,58.0,0
48,169702,484,Employed,23218,36,High School,0,128,0.2596964780854833,0.4981009125138398,0,0,29,16,Auto,52.0,0
40,61098,548,Employed,9563,60,High School,0,191,0.1114155504415584,0.4965190815622803,0,0,17,3,Home,58.0,0
28,50351,593,Employed,16298,48,Bachelor,2,257,0.3834736206186744,0.156547111228993,0,0,19,21,Other,50.0,0
35,82487,589,Employed,15971,60,Associate,2,369,0.2004028829827342,0.3844639614678901,0,0,29,18,Auto,53.0,0
48,99375,577,Employed,32591,48,Bachelor,1,329,0.2169624076349696,0.0877342117245802,0,0,24,4,Auto,41.6,1
41,35286,630,Employed,25822,60,Doctorate,2,110,0.339547553951029,0.578440453952334,0,1,21,1,Other,62.0,0
47,34302,513,Employed,18586,12,High School,1,468,0.6987200850781449,0.3691547373720817,0,0,24,19,Debt Consolidation,57.0,0
63,197055,587,Employed,25115,24,High School,5,262,0.3077646835543792,0.3255493677064102,0,1,22,8,Auto,45.6,1
21,40033,544,Employed,33754,48,Bachelor,0,292,0.4799981128634658,0.2166745232080803,0,0,21,16,Debt Consolidation,54.0,0
59,41483,634,Employed,39260,36,Master,2,576,0.0103353787593199,0.1466374296726716,0,0,25,9,Auto,48.0,0
41,48802,525,Unemployed,20909,60,Bachelor,1,470,0.2677886327672475,0.1393772966540995,0,0,21,10,Education,54.0,0
29,87731,588,Employed,9273,36,Associate,0,261,0.6691260753306894,0.0658940026848683,0,0,33,7,Auto,40.0,1
24,67097,469,Employed,24425,60,Bachelor,1,449,0.5453967503678161,0.5884526925837479,0,0,20,17,Home,59.0,0
37,34287,523,Employed,30223,120,High School,1,261,0.2308243644439676,0.3285545709452742,0,0,25,7,Home,56.0,0
51,73064,615,Self-Employed,30181,36,High School,3,545,0.0703581603854801,0.2566695884256915,0,0,19,23,Other,49.0,0
38,110514,535,Employed,42342,108,Bachelor,4,394,0.3254519507742284,0.1936442802509306,0,0,23,25,Home,49.0,0
58,65601,657,Employed,19960,60,Master,3,557,0.5563475326683482,0.2774663234559971,0,0,22,22,Home,47.0,0
22,34789,514,Unemployed,24825,48,Associate,3,241,0.2484973701765427,0.289890564093495,0,0,22,12,Other,56.0,0
39,60525,574,Employed,22353,48,Bachelor,1,226,0.34123926890278,0.3141144870658716,0,0,27,7,Debt Consolidation,55.0,0
24,33352,584,Unemployed,58606,72,Associate,1,394,0.3560318906747508,0.1423654780535631,0,0,15,22,Debt Consolidation,54.0,0
44,62153,599,Employed,70638,60,Bachelor,2,1078,0.0409912631543388,0.3651859905117975,0,0,17,3,Education,52.0,0
50,64805,550,Employed,55573,72,Master,4,402,0.4232227778300016,0.3673309277691559,0,1,21,6,Education,59.0,0
34,15856,545,Self-Employed,24163,36,Associate,2,203,0.2432087904970381,0.0834036004241549,0,0,22,11,Home,55.0,0
18,21481,527,Employed,13485,48,High School,2,463,0.662682079655443,0.0420048702000428,0,0,29,22,Debt Consolidation,52.0,0
42,45179,595,Employed,18297,84,Bachelor,2,287,0.0290258914829342,0.1046665107440304,0,0,24,1,Home,50.0,0
45,172033,646,Employed,16747,48,Bachelor,0,182,0.187446021745294,0.1142355977657413,0,1,23,15,Home,40.0,1
44,45529,582,Employed,20330,60,Bachelor,0,302,0.1697209512596905,0.4556805381209308,0,0,17,20,Debt Consolidation,56.0,0
54,77853,658,Employed,58366,36,Master,0,586,0.4663927693118641,0.4026174073226362,0,0,23,8,Debt Consolidation,50.0,0
27,142853,576,Employed,32744,60,High School,0,784,0.2292978396344935,0.3516045671293091,0,0,33,19,Home,41.6,1
48,21467,584,Employed,23387,36,Bachelor,0,681,0.4932425798169507,0.3162379974372695,0,0,25,8,Auto,56.0,0
54,21455,650,Employed,35346,60,Bachelor,0,234,0.5882835089918201,0.3245634225348962,0,0,28,25,Debt Consolidation,45.0,0
18,22489,569,Employed,14867,24,Associate,1,524,0.7203042609705669,0.3642787136215248,0,0,22,12,Other,58.0,0
43,58856,641,Employed,47429,60,Master,5,321,0.4244290011552746,0.5153402636034745,0,0,14,18,Other,56.0,0
33,34353,530,Employed,6883,72,Bachelor,2,270,0.3877227581145955,0.4852120332194423,0,0,28,10,Home,57.0,0
39,32596,612,Employed,16850,48,Bachelor,3,716,0.2924811366788187,0.2434663552716511,0,0,30,23,Debt Consolidation,50.0,0
44,35186,551,Employed,12959,60,Master,1,442,0.2786424925959079,0.4064643578590853,0,0,23,8,Debt Consolidation,58.0,0
34,65426,561,Employed,10881,36,High School,1,388,0.3277872969574282,0.1904727638920779,0,0,23,19,Auto,40.0,1
31,34451,529,Employed,44962,60,Bachelor,2,372,0.3429688798945646,0.4014583607313683,0,0,29,18,Other,57.0,0
40,111773,569,Employed,55980,60,Bachelor,4,200,0.1623148295773517,0.1163791704614699,0,0,31,9,Debt Consolidation,45.0,0
26,27954,573,Employed,13554,60,Master,3,586,0.157024821844522,0.3962282796345658,0,0,31,26,Education,55.0,0
26,139251,576,Employed,11526,60,Associate,3,390,0.3080846652491912,0.0767057988630634,0,0,29,3,Debt Consolidation,39.2,1
48,23417,530,Employed,13516,24,Bachelor,0,223,0.0704615679901191,0.508356890284562,0,0,28,29,Other,44.0,1
26,32877,534,Employed,21029,60,High School,0,461,0.2558878422118386,0.4162443942876472,0,0,19,1,Education,61.0,0
47,33777,634,Employed,33427,108,Master,0,312,0.0657597558489886,0.1972448128625377,0,0,21,25,Home,47.0,0
45,54463,533,Employed,20924,48,Bachelor,2,376,0.1314966822547438,0.2900452340955383,0,0,23,1,Auto,42.400000000000006,1
19,22083,571,Self-Employed,36550,36,Bachelor,0,522,0.5101268536617954,0.180236764425967,0,0,24,15,Education,56.0,0
31,15000,525,Employed,21355,48,High School,0,284,0.4048275259943363,0.1351537194537674,0,0,28,18,Debt Consolidation,53.0,0
54,38315,614,Employed,15805,84,Bachelor,3,755,0.4208831754093986,0.3833958311310883,0,0,21,5,Debt Consolidation,55.0,0
28,107169,598,Employed,22633,60,High School,0,329,0.1897474541383381,0.044968153366829,0,0,22,21,Home,48.0,0
34,32695,582,Unemployed,47200,72,Master,1,304,0.5656795061936585,0.2255701896547195,0,1,29,12,Education,63.0,0
45,77191,646,Employed,99655,24,Master,0,599,0.0991974677816968,0.4856593434526431,0,0,22,24,Auto,52.0,0
49,41944,483,Employed,24721,48,High School,2,459,0.1448422625642712,0.4910664037678546,0,0,24,25,Home,56.0,0
36,32297,601,Employed,14476,24,Bachelor,0,775,0.0553201817763306,0.5987721941669931,0,0,23,17,Home,51.0,0
32,154395,432,Unemployed,26979,60,Bachelor,0,236,0.3710756507244551,0.811771985760107,0,0,23,2,Debt Consolidation,50.400000000000006,1
57,43944,614,Self-Employed,16187,48,Master,2,301,0.4118921078955101,0.71607319639632,0,0,21,26,Education,44.8,1
60,61394,624,Employed,10882,36,Bachelor,2,408,0.0691467477589749,0.1772420435679674,0,0,19,13,Education,36.8,1
51,61357,552,Employed,15238,48,Doctorate,0,401,0.4983274504337677,0.21309437598711,0,0,29,27,Home,42.400000000000006,1
41,116216,621,Employed,39842,60,Associate,5,1389,0.2057579935375157,0.636735988061665,0,0,19,2,Auto,41.6,1
30,18805,581,Employed,37647,24,High School,3,450,0.2086318799769892,0.1807318821623785,0,0,17,5,Debt Consolidation,54.0,0
30,178683,496,Employed,21133,84,Bachelor,3,287,0.1289712644975786,0.5487866914930212,0,0,27,12,Auto,40.8,1
46,160633,636,Employed,18751,60,Bachelor,0,463,0.1031353255892024,0.1219554111916648,0,0,27,24,Other,35.2,1
45,59553,587,Employed,21010,48,High School,2,695,0.5819885093500271,0.3380045015796433,0,0,24,3,Auto,52.0,0
56,65631,636,Employed,10803,60,High School,2,319,0.1053931396978182,0.110238852456033,0,0,23,9,Home,47.0,0
47,51237,638,Employed,23120,48,Master,0,222,0.1389674828623881,0.3663671617512468,1,1,24,27,Home,68.0,0
21,39813,492,Employed,55003,84,Bachelor,4,203,0.0254232312148465,0.1557298589214863,0,0,27,9,Home,49.0,0
52,60084,552,Employed,19529,48,High School,3,331,0.3299199050659305,0.2637242859594386,0,0,21,11,Other,35.2,1
28,24733,478,Employed,16764,96,Master,2,431,0.2128507770652242,0.2344486603798024,0,0,30,9,Home,51.0,0
35,106311,561,Employed,43824,36,High School,1,320,0.1270617669791722,0.2605499975744082,0,1,27,11,Home,56.0,0
43,47285,515,Employed,42066,48,High School,0,426,0.2827547355895372,0.1590932773135657,0,0,28,5,Auto,53.0,0
63,60723,637,Employed,46538,72,Associate,2,935,0.2671190599470087,0.2456916055441029,0,0,30,20,Home,49.0,0
77,41416,637,Employed,16637,60,Master,1,569,0.1260075717371344,0.1054350140893734,0,1,17,28,Auto,49.0,0
47,120729,623,Employed,26787,36,Bachelor,3,645,0.4503228509029862,0.5846723362479984,0,1,28,1,Debt Consolidation,51.2,1
37,41421,592,Unemployed,30866,48,Associate,3,449,0.1186380079969552,0.5596530408509356,0,0,23,23,Debt Consolidation,61.0,0
46,29718,526,Employed,31229,12,High School,0,545,0.3632845474616504,0.3872452166701833,0,0,20,25,Home,50.0,0
50,30304,563,Employed,18964,12,Bachelor,3,1080,0.4467101449244589,0.3269973276853691,0,0,25,12,Debt Consolidation,54.0,0
36,49112,450,Self-Employed,14867,48,Bachelor,0,805,0.3902612117701875,0.5977887261138463,0,0,19,9,Home,63.0,0
61,35669,628,Employed,20923,60,Doctorate,4,216,0.4994152707752471,0.5017939904204778,0,0,19,25,Home,57.0,0
42,79733,629,Employed,33721,48,Bachelor,0,348,0.0464981606065756,0.2654287868109392,0,1,31,4,Home,57.0,0
45,64968,436,Employed,24468,60,High School,2,474,0.3447265283012591,0.3652019314781112,0,0,25,28,Debt Consolidation,52.0,0
47,33707,584,Employed,86770,24,Bachelor,5,1212,0.0975638749272761,0.6992948635625955,0,0,26,22,Home,58.0,0
45,53973,478,Employed,37188,36,High School,4,104,0.3342427752872633,0.3253346376247795,0,1,18,6,Debt Consolidation,62.0,0
50,130124,619,Employed,12170,84,Doctorate,3,985,0.2818954108244454,0.1911690252781218,0,0,21,4,Debt Consolidation,36.8,1
32,37024,483,Employed,46365,96,High School,1,370,0.2630865937915603,0.2110339384620526,0,0,33,23,Auto,49.0,0
33,40709,611,Employed,56354,36,High School,4,562,0.0637331688113295,0.3105948719492666,0,0,17,20,Auto,51.0,0
26,35324,507,Employed,8589,48,Associate,1,831,0.3442118544201206,0.2384757619830303,0,0,21,7,Auto,54.0,0
45,34121,603,Employed,45110,36,High School,0,248,0.4569962994603981,0.2890773480606705,0,0,21,24,Other,51.0,0
49,42462,605,Employed,25596,36,Associate,2,236,0.2332409987459989,0.2475684705474452,0,0,25,13,Education,50.0,0
45,31770,455,Employed,28008,48,Associate,0,313,0.1270028410251087,0.5261902212832887,0,0,18,28,Auto,54.0,0
60,68044,602,Employed,16368,36,Associate,5,447,0.5656528485295175,0.1729474966666872,1,0,20,16,Debt Consolidation,58.0,0
39,47668,544,Employed,35530,60,Associate,3,174,0.2582919198640867,0.5335508034610447,0,0,17,10,Home,55.0,0
48,89975,639,Employed,14704,72,Master,1,250,0.2478697075081387,0.5107508408212548,0,1,21,8,Other,48.8,1
26,65226,568,Employed,20135,36,Bachelor,1,854,0.1303392891632004,0.4631248695649132,0,0,16,8,Auto,52.0,0
35,33458,613,Employed,31067,24,Master,2,669,0.2229590393294914,0.1020659909615368,0,0,16,25,Home,48.0,0
48,24502,546,Employed,48200,72,High School,1,430,0.6060672518316471,0.181248058454394,0,0,24,9,Education,55.0,0
50,74594,601,Employed,52329,36,High School,0,804,0.1591640294669801,0.3847458142724808,0,0,26,11,Debt Consolidation,50.0,0
36,41599,507,Employed,41115,12,Bachelor,2,550,0.033760064411713,0.4261656393517685,0,0,16,2,Auto,56.0,0
39,50194,626,Employed,37566,48,High School,1,336,0.0344054026523469,0.2516385740647126,1,0,22,5,Debt Consolidation,62.0,0
21,45480,483,Employed,80363,48,Associate,2,543,0.2964513619251631,0.3515561030676212,0,0,18,15,Education,55.0,0
35,31702,625,Employed,41315,60,Master,1,614,0.3391721014513071,0.3394721788481729,1,0,16,15,Other,62.0,0
50,76643,532,Unemployed,14833,36,Bachelor,3,137,0.3002365728228575,0.3020277596817851,0,0,19,28,Education,40.8,1
46,55300,459,Employed,35568,72,Associate,0,829,0.5367020786266247,0.1784273734125956,0,0,18,28,Education,51.0,0
46,25727,576,Employed,31602,60,Bachelor,3,511,0.4739309751359931,0.7104566741387974,0,0,26,10,Other,61.0,0
40,33158,442,Employed,10345,48,High School,2,410,0.1089737113710692,0.2364696995970587,0,0,19,5,Education,50.0,0
40,45535,586,Employed,28806,12,Bachelor,0,533,0.1654002862586932,0.0339883364752759,0,0,22,21,Debt Consolidation,50.0,0
32,70125,561,Employed,19798,36,High School,3,102,0.2725475966603359,0.5747733419374573,0,0,22,14,Other,46.400000000000006,1
48,82573,598,Employed,14607,72,High School,0,586,0.4887368664277032,0.182686631855101,0,0,23,1,Home,54.0,0
45,49817,527,Employed,13637,48,High School,1,191,0.164113795942337,0.1734777065345664,0,0,19,7,Auto,36.0,1
45,18700,580,Employed,25845,72,Master,0,570,0.179232565604951,0.4823247246525384,0,0,22,4,Auto,56.0,0
33,61295,552,Employed,15487,60,High School,4,310,0.2363564997578137,0.0350720832052976,0,1,20,28,Debt Consolidation,56.0,0
18,170294,539,Employed,15941,60,Bachelor,0,485,0.2287043578872115,0.3784549245748598,0,0,14,2,Debt Consolidation,43.2,1
53,78235,510,Employed,17613,60,High School,3,600,0.1474895498650365,0.2438778589779068,0,0,26,6,Auto,53.0,0
34,36266,593,Unemployed,27857,72,Associate,1,644,0.36236528441394,0.1353040171497637,0,0,26,26,Other,50.0,0
29,56987,515,Employed,27169,60,Associate,1,563,0.1818612813766285,0.2344896056197184,0,0,11,1,Home,55.0,0
48,82424,535,Employed,38466,72,Associate,3,280,0.0749721687568389,0.6111846316193099,0,0,27,14,Debt Consolidation,54.0,0
35,50927,601,Employed,12070,72,Bachelor,2,505,0.3369377828070567,0.2227134710778051,0,1,21,10,Other,55.0,0
52,122919,647,Employed,35147,108,Master,2,215,0.2085088892357749,0.136276896895793,0,0,23,4,Home,38.400000000000006,1
47,26214,613,Unemployed,27538,36,Associate,1,458,0.0108070820258287,0.0729794209093071,0,0,27,28,Home,45.0,0
48,36007,524,Employed,55751,36,High School,3,168,0.3545760547336943,0.2932958156527219,0,0,20,8,Debt Consolidation,54.0,0
23,60195,585,Employed,29848,36,Master,1,577,0.1606850682640225,0.1336576637547565,0,0,20,25,Other,49.0,0
54,103990,650,Employed,30065,24,Doctorate,3,265,0.1381018760684182,0.1823236824408651,0,0,31,23,Auto,33.6,1
43,37101,535,Employed,25805,72,Associate,1,608,0.1911003496627265,0.3702636719145609,0,0,33,21,Other,50.0,0
35,27610,530,Employed,29704,36,Associate,3,754,0.2748233457174862,0.3469963137904074,0,1,26,23,Other,62.0,0
41,26696,478,Employed,16305,48,High School,0,352,0.3599616232694319,0.3294405279747074,0,0,25,11,Home,56.0,0
18,23064,590,Employed,31442,36,Associate,2,350,0.4140379599044156,0.1208116112719751,0,0,28,6,Auto,55.0,0
44,59072,493,Employed,30138,48,Associate,2,229,0.4129745345880665,0.3507397421260178,0,1,23,5,Education,63.0,0
27,48078,600,Employed,39344,48,Doctorate,2,312,0.3828077620994842,0.1004054761276949,0,0,19,13,Home,46.0,0
23,89534,531,Unemployed,18585,36,High School,1,372,0.2033004720430874,0.1765235683218427,0,1,25,1,Home,62.0,0
21,21630,497,Employed,28744,60,Associate,3,436,0.6201718582552104,0.2179595046970969,0,0,23,5,Debt Consolidation,58.0,0
53,46588,546,Employed,20472,84,Bachelor,4,309,0.0560329784308061,0.3512815932149196,0,0,23,27,Education,54.0,0
32,70233,514,Employed,18181,48,Associate,2,250,0.2313498499511601,0.3416176170143567,1,0,39,12,Auto,62.0,0
58,70677,630,Employed,18836,96,Associate,1,254,0.6649307672053011,0.4568637340069857,0,0,19,3,Home,58.0,0
33,28659,493,Unemployed,21363,48,Doctorate,0,260,0.2421509355059394,0.3392407306863319,0,0,22,4,Debt Consolidation,60.0,0
19,75795,537,Unemployed,8795,24,Bachelor,0,282,0.0372991563692353,0.2632648247426727,0,1,23,5,Home,62.0,0
26,45898,515,Employed,18022,36,Master,2,721,0.66662758440482,0.3049949948103543,0,0,32,24,Auto,42.400000000000006,1
54,126443,601,Unemployed,42212,12,High School,1,311,0.3351469497635644,0.2843455173054117,0,0,28,9,Debt Consolidation,49.0,0
38,46429,570,Employed,17567,36,High School,2,187,0.5573615917825924,0.0326471995951626,0,0,22,10,Home,52.0,0
33,86832,574,Employed,11310,72,Master,2,182,0.5732042484026996,0.2252774224177136,0,0,22,23,Auto,41.6,1
41,30995,550,Employed,6124,84,High School,1,950,0.3100885951244522,0.1364903881044014,0,0,20,3,Auto,54.0,0
46,46412,628,Unemployed,18741,24,Bachelor,4,1432,0.4441923229195646,0.0833815306915576,0,0,13,16,Education,48.0,0
53,58402,543,Employed,10785,84,Associate,0,417,0.3340403746000012,0.068615564503233,0,0,26,27,Home,50.0,0
57,16915,594,Employed,75309,48,Associate,2,229,0.37121251952479,0.1939197411341695,0,0,27,29,Education,52.0,0
35,15094,616,Employed,33133,60,Bachelor,2,395,0.3409386956810092,0.4566106992294566,0,0,24,9,Home,56.0,0
24,30509,600,Employed,12967,60,Bachelor,0,334,0.5035821916278489,0.1820905269210029,0,1,32,11,Other,53.0,0
35,25463,585,Employed,28967,48,Master,0,980,0.2172573881967495,0.2954864001070814,0,0,23,7,Other,55.0,0
43,15000,571,Employed,20144,36,High School,0,341,0.1643914043835776,0.4270299394819921,0,0,23,24,Home,57.0,0
28,71152,596,Employed,8435,24,Bachelor,0,602,0.6032909560192412,0.5604784511886488,0,0,24,18,Education,48.0,1
28,24295,544,Employed,16587,72,Associate,0,626,0.3440544804859768,0.197373336224632,0,0,16,26,Home,50.0,0
44,43754,588,Employed,35614,48,Bachelor,1,211,0.295447236690461,0.3323144025800301,0,0,25,15,Education,55.0,0
39,99589,602,Employed,46532,36,High School,1,445,0.0882155937915659,0.0489037505499024,0,0,17,25,Auto,45.0,0
40,68890,566,Employed,17071,48,Associate,0,249,0.2851535098524953,0.3287606138166127,0,0,16,12,Home,41.6,1
30,43248,422,Employed,17782,108,High School,0,634,0.0933658924940824,0.0448268441900282,0,0,23,16,Home,50.0,0
37,56482,621,Self-Employed,15054,72,Associate,2,1116,0.0763718177797043,0.3783214523439145,0,0,18,22,Home,37.6,1
28,65256,561,Employed,25848,12,Bachelor,4,245,0.3806656200708634,0.3739294127714097,0,1,30,19,Auto,56.0,0
50,29709,621,Employed,19769,36,High School,2,619,0.4109876108259858,0.2954083511352168,0,1,22,18,Debt Consolidation,54.0,0
52,36357,621,Employed,26811,72,Bachelor,0,309,0.2437751860671429,0.8429225136020948,0,0,43,5,Home,58.0,0
18,15000,570,Employed,23943,48,Associate,1,372,0.2158517224916883,0.5488871004488854,0,0,27,11,Debt Consolidation,58.0,0
28,64797,530,Employed,8475,84,High School,4,539,0.5425676429222762,0.1819688920566305,0,0,24,17,Debt Consolidation,37.6,1
22,25011,502,Employed,14230,48,Associate,1,319,0.0641140490001987,0.3440547932246092,0,1,15,8,Other,62.0,0
32,145841,593,Unemployed,23408,48,Master,1,137,0.2505699210962711,0.3554616290694086,0,0,30,29,Home,44.0,1
38,94828,528,Employed,11330,60,Doctorate,0,140,0.2664763250802533,0.1644204517682734,1,0,23,2,Auto,47.2,1
22,70954,485,Employed,37447,24,Associate,2,579,0.3657129164736397,0.5472026539727135,0,0,22,21,Education,56.0,0
28,60198,561,Employed,19617,84,High School,0,336,0.2015531338201936,0.3508068227926553,0,0,16,14,Debt Consolidation,54.0,0
27,51899,586,Employed,29651,36,High School,0,1303,0.1608466957333134,0.2136821512445602,0,0,22,9,Home,52.0,0
42,70613,650,Employed,9788,24,Bachelor,0,352,0.1172642205320747,0.0532000498561627,0,0,25,24,Home,34.4,1
40,71709,543,Employed,14674,96,Bachelor,1,1006,0.3255775933077757,0.1785590125578115,0,0,21,13,Debt Consolidation,50.0,0
31,46631,590,Employed,26743,36,High School,1,283,0.2179596891068433,0.0672103750437567,0,0,25,12,Debt Consolidation,51.0,0
42,29799,562,Employed,32544,24,Associate,0,546,0.1378695347642229,0.260178507735761,0,1,17,2,Debt Consolidation,55.0,0
33,26043,565,Employed,27367,36,Master,2,569,0.3010587217188973,0.0121243958538571,0,1,23,19,Education,58.0,0
36,62585,606,Self-Employed,8294,72,Associate,4,179,0.5702729078699906,0.170473925031499,0,0,34,8,Home,40.0,1
60,124263,625,Employed,32616,12,Bachelor,1,301,0.1333829806840035,0.1475501140008978,0,0,18,6,Debt Consolidation,33.6,1
56,49079,573,Employed,12479,36,High School,1,212,0.1295227415953974,0.1911655406756093,0,0,31,19,Home,40.0,1
24,46868,505,Unemployed,18804,48,Bachelor,2,480,0.0821874785691516,0.2302960153592787,0,0,20,18,Education,55.0,0
49,28520,636,Employed,10428,60,Associate,2,473,0.2664090091782383,0.1561208267527004,0,0,34,13,Auto,49.0,0
49,42466,652,Employed,33309,36,Bachelor,0,425,0.0100310338251391,0.3737022998536742,0,0,25,16,Other,48.0,0
26,24366,618,Employed,15849,84,Bachelor,1,311,0.3154967788782129,0.2120943754815132,0,0,19,2,Home,55.0,0
49,27333,564,Employed,13413,48,Associate,4,338,0.0913552010828828,0.4104279490827511,0,1,32,18,Debt Consolidation,63.0,0
58,65365,602,Employed,19894,84,Associate,1,1092,0.1170107399412577,0.143019758966141,0,0,18,23,Home,46.0,0
26,36806,569,Employed,36376,36,High School,0,682,0.1030765593303207,0.2909877475989116,1,0,20,29,Home,62.0,0
28,97102,627,Self-Employed,35997,84,Doctorate,0,492,0.1380784411226631,0.2102077713933683,0,0,25,27,Debt Consolidation,36.8,1
52,107917,666,Employed,24706,96,Master,0,402,0.4017817175290054,0.6055375304156508,0,0,27,22,Education,38.400000000000006,1
43,32641,628,Employed,27463,84,Bachelor,0,376,0.426371390117672,0.0886934478637455,0,0,31,21,Home,49.0,0
46,15000,550,Employed,20375,12,High School,4,486,0.2171501825076984,0.2313113864619463,0,0,22,29,Auto,52.0,0
44,29424,532,Employed,13943,48,High School,0,637,0.5751996607858155,0.231717255672502,0,0,25,7,Home,56.0,0
44,36749,567,Employed,26387,84,Master,2,370,0.1758876727959974,0.0291036281177697,0,0,35,15,Auto,48.0,0
24,66265,586,Employed,11536,60,Master,3,587,0.7134004099094827,0.2400057449189307,0,0,22,7,Education,55.0,0
52,70016,574,Employed,20323,120,High School,2,434,0.0846711672154212,0.1889061976033769,0,0,34,18,Home,49.0,0
54,50776,648,Employed,11255,60,Bachelor,1,661,0.4197215208494748,0.5111761707679642,0,0,25,19,Education,44.8,1
37,77980,509,Self-Employed,10486,60,Bachelor,3,1080,0.3354048756676057,0.1320362895499882,0,0,19,3,Home,40.0,1
39,225011,629,Employed,36326,60,Associate,2,365,0.2652569489363229,0.5031208715811755,0,1,18,7,Debt Consolidation,44.8,1
21,37540,505,Employed,32928,120,Associate,1,442,0.2708210760296166,0.7442062675083958,0,0,19,6,Auto,61.0,0
46,46670,633,Employed,30625,120,Bachelor,0,312,0.464030850479383,0.4279535568684406,1,0,24,14,Debt Consolidation,67.0,0
46,27018,563,Self-Employed,32504,48,High School,1,430,0.4743913447960758,0.2563411726728136,0,0,21,25,Home,56.0,0
39,49067,568,Employed,17100,72,High School,1,515,0.3695703898143337,0.2656482032582991,0,0,26,8,Home,54.0,0
53,98660,629,Employed,21283,12,High School,1,351,0.1776493560113799,0.3348611141163606,0,1,27,20,Auto,39.2,1
35,40701,619,Employed,32394,48,Master,0,546,0.4363434502998649,0.0524130403748186,0,0,24,23,Home,49.0,0
46,47844,606,Employed,19427,48,Bachelor,0,415,0.4769860809721665,0.4030275474887556,0,0,29,5,Debt Consolidation,55.0,0
27,30810,534,Self-Employed,20987,60,Bachelor,5,375,0.2098015782620511,0.0597992900612427,0,0,33,8,Auto,53.0,0
39,29173,640,Employed,17946,84,Bachelor,3,540,0.3915648461618228,0.1524220083100421,0,0,22,15,Debt Consolidation,45.0,0
37,70820,524,Employed,10618,48,Doctorate,3,334,0.201831986557862,0.3646402969535119,0,0,31,21,Debt Consolidation,43.2,1
42,47084,587,Employed,29300,108,High School,0,416,0.3592276491194168,0.1707675340437892,0,0,25,8,Home,50.0,0
35,37033,602,Employed,9308,48,High School,0,484,0.2941733952552072,0.2060482934717306,0,1,21,10,Other,54.0,0
38,133379,561,Employed,23119,36,High School,1,712,0.2794338554161349,0.1384012259986138,0,0,23,19,Debt Consolidation,38.400000000000006,1
49,64137,524,Employed,24910,36,Master,4,337,0.1186202569072131,0.5169387101676944,0,0,25,29,Education,40.8,1
