Age,AnnualIncome,CreditScore,EmploymentStatus,LoanAmount,LoanDuration,EducationLevel,NumberOfDependents,MonthlyDebtPayments,CreditCardUtilizationRate,DebtToIncomeRatio,BankruptcyHistory,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,LoanPurpose
56,45664,590,Employed,35591,36,Associate,3,175,0.3565632587405644,0.3312163283166782,0,0,20,16,Auto
43,114515,568,Self-Employed,29253,72,Bachelor,2,716,0.1973166690360385,0.1280840935781652,0,0,28,19,Other
58,69084,545,Employed,37898,96,High School,1,755,0.2675871369453283,0.4362442650682687,0,0,27,10,Home
35,45578,501,Employed,13547,48,High School,2,674,0.2593734202003534,0.3399356076121925,0,1,30,2,Debt Consolidation
32,25333,505,Employed,38853,48,High School,2,727,0.4106704498320467,0.1700577609619067,0,0,24,28,Home
36,125691,582,Employed,9904,48,High School,3,349,0.352143160233319,0.448819511676998,0,0,21,2,Debt Consolidation
18,29499,587,Employed,38888,60,High School,0,427,0.5026728669371283,0.5494896228808431,0,0,29,27,Home
40,57752,590,Employed,12580,36,Bachelor,2,732,0.0948937122518464,0.321772588482841,0,0,10,19,Debt Consolidation
53,30498,582,Employed,21139,48,High School,0,530,0.3490848287969778,0.0870593305623156,0,0,29,15,Debt Consolidation
43,33767,626,Employed,36389,48,Master,2,387,0.064082557562532,0.2043419988593553,0,0,23,5,Debt Consolidation
34,27943,530,Employed,13164,60,Bachelor,0,479,0.0992720636666124,0.2061220889664225,1,0,18,2,Auto
39,37010,637,Employed,26815,84,Bachelor,3,160,0.2391882927249916,0.07056118575307,0,0,19,2,Debt Consolidation
41,100822,488,Employed,35770,12,High School,3,604,0.3715513939820448,0.4724354167293907,0,0,17,25,Auto
36,164269,588,Employed,19618,60,Doctorate,3,318,0.0684631265907274,0.3785406532611418,0,0,21,14,Home
39,35539,577,Employed,12019,96,Bachelor,1,642,0.1000728661230156,0.326261774470674,0,1,29,22,Home
39,75902,578,Employed,21939,48,Bachelor,3,281,0.2977416392119977,0.0780331906157809,0,0,23,10,Home
44,29765,541,Employed,17739,12,Bachelor,0,312,0.1511512421951067,0.2205313318291562,0,0,28,18,Debt Consolidation
40,81953,539,Employed,13514,72,Associate,0,317,0.4891833868909505,0.2236702537952854,0,0,23,19,Debt Consolidation
49,32699,612,Employed,45836,60,Bachelor,1,282,0.444648679128553,0.2572808733226286,0,0,26,19,Auto
32,72606,519,Employed,14912,36,Associate,3,296,0.3768960348919455,0.4413684958217123,0,0,27,13,Auto
25,77013,587,Employed,16127,48,Associate,2,161,0.1623495388828454,0.2259810435688266,0,0,25,7,Education
38,57860,591,Employed,25576,96,High School,4,159,0.144070320692704,0.0743870323199498,0,0,27,1,Auto
49,61222,559,Employed,21389,60,Master,2,361,0.4928902141487918,0.3071734524296574,0,1,21,18,Home
39,73903,588,Employed,25785,60,Bachelor,1,474,0.3277890441546231,0.2607779560462067,0,0,33,3,Education
52,127045,648,Employed,29195,48,Master,2,189,0.1877554811752314,0.0270293409010512,0,0,28,26,Education
42,87228,625,Employed,23629,36,High School,4,328,0.5858781745437638,0.0541981522459412,0,0,30,21,Home
36,35226,580,Employed,19551,60,Master,2,295,0.2438764347725172,0.1468936981745091,0,0,24,18,Debt Consolidation
65,23345,615,Employed,13889,84,High School,4,261,0.1951375995399118,0.2921426408999692,0,0,27,14,Debt Consolidation
18,47126,604,Employed,24317,120,Associate,5,246,0.2992123782782903,0.1953928683458318,0,0,21,27,Education
40,34974,558,Employed,26986,72,Master,4,249,0.5048089811376398,0.3173873931697812,1,0,25,14,Auto
55,39567,572,Employed,12789,36,High School,3,388,0.1972649245501574,0.1403834648801065,0,0,29,6,Home
31,24686,437,Employed,22783,60,High School,1,200,0.574628694622096,0.5784028547161225,0,0,25,23,Other
31,47319,569,Employed,18441,24,High School,3,338,0.26986134692127,0.538443480438016,0,1,22,4,Debt Consolidation
32,53963,628,Self-Employed,37114,48,Bachelor,1,364,0.4618040636878214,0.7179069012330955,0,0,22,15,Education
54,217791,588,Employed,7863,48,Associate,2,353,0.2186676116511326,0.4317038646011158,0,0,31,6,Education
49,177303,513,Employed,28979,84,High School,1,437,0.1628888033618652,0.3711338889056986,0,0,28,20,Education
34,82887,545,Employed,20996,84,High School,2,471,0.3740170430031402,0.1515959478647919,0,0,19,8,Other
38,24544,601,Employed,19847,48,Bachelor,3,506,0.7076141640664131,0.0964222965681664,0,0,28,21,Home
40,48865,597,Employed,38014,36,High School,0,835,0.0725989334578418,0.187449259151924,0,0,18,1,Auto
48,23430,523,Employed,46965,108,Associate,0,889,0.1739616975994635,0.1948664153423137,0,0,20,12,Auto
60,35254,596,Employed,26124,60,Associate,0,609,0.0848251235864824,0.3807088646988003,0,0,32,25,Home
40,63838,613,Employed,34313,120,Associate,2,179,0.4225532869374138,0.3799638515927296,0,0,21,7,Debt Consolidation
24,16196,534,Employed,22996,72,High School,2,725,0.2921771608448072,0.6904862489209042,0,0,27,3,Auto
74,75870,646,Employed,14197,60,High School,1,932,0.3672011668162278,0.5398274972773919,0,0,28,19,Education
28,75934,563,Employed,26835,36,Bachelor,1,401,0.2827553322001249,0.0800290724884422,0,0,18,6,Auto
26,47172,532,Employed,14995,48,Bachelor,0,294,0.0468299808695674,0.5080924786209732,0,0,18,13,Education
31,99435,602,Employed,19858,72,Bachelor,0,340,0.2083777650853444,0.1019786608377801,0,0,23,3,Education
35,56372,594,Employed,11038,48,Doctorate,1,192,0.4351451393224257,0.3135611822653129,0,0,12,10,Education
57,32027,668,Employed,38858,12,Bachelor,1,752,0.2418436868622975,0.5658766071281074,0,0,20,24,Debt Consolidation
31,48803,522,Employed,57916,48,High School,3,455,0.2099613410513379,0.4833079875206216,0,0,21,3,Auto
34,74386,558,Employed,27884,48,Bachelor,1,519,0.4798938965237085,0.1048540012603308,0,0,18,26,Education
21,65847,483,Self-Employed,36269,48,Bachelor,3,370,0.3994329385162244,0.2101166813169287,0,0,29,3,Other
32,59582,562,Unemployed,16036,36,Doctorate,2,770,0.1347223365012556,0.5195999059809326,0,0,20,10,Auto
57,57546,585,Employed,46672,48,High School,3,218,0.2784589075290284,0.0938684067700387,0,0,24,20,Home
38,85256,533,Employed,23061,36,Bachelor,0,332,0.1369115880965616,0.043555558554996,0,0,24,9,Debt Consolidation
47,47291,498,Employed,20145,60,High School,1,369,0.2810537563292346,0.0899758097644784,0,1,22,20,Auto
34,50329,499,Employed,32622,36,Bachelor,1,829,0.5120712126263711,0.0490628838200451,0,0,20,27,Home
39,40514,516,Employed,44454,60,Master,0,277,0.2278831317936689,0.1628777824440787,0,0,27,7,Education
32,63250,578,Employed,13788,60,Bachelor,1,261,0.0710004701206617,0.2003007923445242,0,0,26,20,Debt Consolidation
19,75200,592,Employed,28576,36,Associate,3,369,0.2599101403344866,0.165796011441308,0,0,25,8,Home
37,47915,628,Employed,71561,24,Bachelor,0,667,0.4428704000256726,0.8164695478051329,0,0,22,21,Education
46,15000,605,Employed,31950,60,Bachelor,1,511,0.2798738046721344,0.1846957930429755,0,0,21,22,Debt Consolidation
43,75545,613,Employed,14613,12,Associate,0,373,0.4056904098611784,0.3127679778205777,0,0,24,27,Home
46,47704,628,Self-Employed,30854,60,Bachelor,1,288,0.7060887038039071,0.3117665804893618,0,0,22,22,Home
34,29181,521,Unemployed,22961,120,High School,1,300,0.399783878052843,0.3291264048401883,0,0,26,23,Home
40,40559,585,Employed,17642,12,High School,1,694,0.0881407632174864,0.2020138889652187,0,0,15,3,Home
38,18707,583,Employed,20084,48,Bachelor,1,263,0.4156084769215515,0.18185793722168,0,1,26,20,Debt Consolidation
22,19484,476,Employed,26107,36,Associate,2,538,0.3601116846235496,0.3521323141393121,0,0,26,29,Home
51,30582,567,Employed,58370,60,Associate,0,448,0.3472415201825412,0.2619405893126652,0,0,18,19,Other
40,48928,618,Employed,20269,48,Master,2,271,0.1562959260298106,0.6577220722224855,0,0,37,21,Education
41,53698,612,Unemployed,24354,24,Master,2,855,0.3859591912379305,0.2169683904495307,0,0,31,26,Home
39,33534,581,Self-Employed,17628,60,Bachelor,3,220,0.5534076779456006,0.1412829475185077,0,0,23,16,Other
32,38348,546,Self-Employed,42145,60,Bachelor,0,384,0.3507480308875482,0.3265916495717881,0,0,29,22,Debt Consolidation
29,93716,639,Employed,16809,48,Doctorate,0,94,0.1212798641213005,0.3204198860534859,0,0,25,26,Home
47,30057,504,Employed,16210,72,Associate,0,307,0.5526087934468789,0.382500152823402,0,0,22,13,Home
39,71565,548,Employed,23444,48,Bachelor,1,699,0.2507761663868412,0.3852356481577149,0,0,23,12,Home
32,50643,615,Unemployed,28274,72,Bachelor,3,524,0.497656587968213,0.2717388376920359,0,0,24,29,Education
46,100647,650,Employed,15241,48,Bachelor,5,662,0.0654126338554621,0.083016652740097,0,0,24,28,Auto
21,44482,552,Employed,9741,48,High School,2,681,0.3641704206855765,0.4499100147338906,0,0,20,12,Education
26,134679,588,Employed,7454,48,Bachelor,2,228,0.1487043786278522,0.3942429342260105,0,0,28,9,Other
32,67636,566,Employed,19218,72,High School,2,698,0.3586723035876941,0.2851490310892542,0,0,29,17,Other
58,85260,646,Employed,29767,72,Master,3,369,0.5178731120960098,0.3900543623586131,0,1,39,3,Debt Consolidation
49,43300,605,Self-Employed,18925,72,Bachelor,5,249,0.1598663154254479,0.4625610912634275,0,1,17,1,Education
38,64776,626,Employed,29035,24,Associate,3,586,0.6317803818793176,0.0925635368282626,0,0,20,14,Education
40,36914,651,Employed,23152,36,Master,1,992,0.0806807138706403,0.2738139816221251,0,1,23,4,Auto
19,35482,495,Employed,26991,60,High School,5,271,0.3561222638799933,0.3386876585134388,0,0,12,15,Education
47,75011,490,Employed,34611,120,Bachelor,2,113,0.0752892523539347,0.3731036431379869,0,0,21,20,Auto
54,68639,592,Employed,13120,24,Bachelor,1,185,0.2658713224083039,0.2976031966846951,0,1,24,3,Auto
35,39954,558,Employed,11424,96,Master,3,257,0.3323618644870353,0.3085277911563628,0,0,21,23,Home
18,35163,508,Self-Employed,22210,24,High School,1,190,0.33482233703985,0.4818666751252691,0,1,26,11,Home
49,96123,582,Self-Employed,24502,12,Bachelor,1,792,0.0979970336620757,0.3673898342415514,0,0,21,27,Debt Consolidation
23,72631,573,Employed,16047,36,Master,0,934,0.5454462287954934,0.0446838418789579,0,0,18,4,Debt Consolidation
49,26873,574,Employed,15710,24,Bachelor,1,869,0.4636349498899875,0.4374777822962725,0,0,18,2,Auto
48,62946,603,Employed,16992,60,Master,1,604,0.0963249712799461,0.3503680502184463,0,0,22,25,Home
34,36069,626,Employed,29862,96,Master,2,210,0.084716429255034,0.1576547086214073,0,1,29,14,Home
30,28776,549,Employed,60063,36,High School,1,475,0.3579368822384278,0.218512743774624,0,0,25,12,Education
26,57468,570,Employed,40186,48,Associate,1,531,0.0426717886758352,0.060531945292477,1,0,30,7,Home
47,39693,548,Employed,18544,48,Bachelor,0,366,0.041862606171696,0.2665749670094691,0,0,29,3,Other
24,24840,574,Employed,29280,36,Associate,0,331,0.1050720390457201,0.4985254258582121,0,1,24,24,Auto
22,145383,594,Employed,21986,60,Associate,0,255,0.3909711249401651,0.5586769795724631,1,0,16,7,Education
47,117312,626,Employed,24155,48,Doctorate,3,673,0.0594197128342291,0.2697637782145635,0,0,16,8,Home
42,38480,574,Employed,18109,108,Bachelor,5,279,0.1845259756731024,0.5727363343086384,0,0,25,7,Debt Consolidation
47,112832,635,Employed,8771,60,High School,0,288,0.0589100989415135,0.3589437750204534,0,0,27,18,Other
40,38189,552,Employed,11383,48,Master,0,620,0.2045898399859335,0.1597855529045987,0,0,21,6,Home
31,38881,552,Employed,27802,24,High School,1,358,0.1284188111214744,0.2861256037037768,0,0,22,11,Education
53,44254,545,Self-Employed,23033,48,High School,2,935,0.1891101496341867,0.2899754151359295,0,0,25,15,Debt Consolidation
18,33279,568,Employed,13631,48,Bachelor,0,533,0.4821594348427319,0.1553456038061245,0,1,22,15,Home
18,69057,558,Employed,10931,48,High School,3,341,0.4629174190586547,0.2009317418418437,0,0,25,2,Auto
45,56172,616,Employed,25330,36,Bachelor,3,415,0.5354216969954687,0.4614034716397447,0,0,38,11,Auto
20,105112,537,Employed,24475,48,Associate,0,295,0.6113131507093362,0.3129362200999889,0,1,32,4,Home
43,15000,618,Employed,21496,96,Bachelor,3,315,0.1317627348229189,0.391078871819197,0,1,26,8,Auto
40,58162,649,Employed,28773,72,Master,2,575,0.3317211950941344,0.232777616911822,0,0,26,1,Other
46,71886,571,Employed,24120,48,High School,1,391,0.1972248469685841,0.1450061775722947,0,0,21,16,Home
35,63481,606,Employed,29844,48,Doctorate,2,151,0.0043636745084585,0.4506680485833304,0,0,21,21,Auto
25,41122,462,Employed,38268,72,Associate,4,400,0.4551483966068125,0.1392966849054228,0,0,21,21,Home
60,34688,517,Employed,27235,36,High School,3,601,0.6214028749522262,0.4071632128123241,0,0,27,29,Education
56,34827,582,Employed,25669,96,High School,1,398,0.3444925858485131,0.2333909586556816,0,0,20,3,Debt Consolidation
44,35186,551,Employed,12959,60,Master,1,442,0.2786424925959079,0.4064643578590853,0,0,23,8,Debt Consolidation
39,40173,631,Employed,25819,12,Bachelor,0,290,0.2356993412026203,0.4083187844817078,0,0,29,29,Education
39,29468,626,Employed,23601,36,Master,0,360,0.3746062339124149,0.1358070083117986,0,0,25,5,Home
62,42725,619,Employed,33216,48,Associate,1,643,0.3172753254914678,0.0101436831390029,0,0,32,27,Home
41,38053,586,Employed,13845,12,Bachelor,2,863,0.4039419425089587,0.4504264705481294,0,0,27,7,Auto
32,15000,564,Employed,20254,96,High School,0,286,0.2625242654211037,0.3610818525930346,0,0,31,8,Debt Consolidation
35,49132,574,Employed,11168,48,High School,2,411,0.293349483132841,0.1389223362137648,0,0,21,18,Home
56,162977,583,Employed,30027,36,High School,0,822,0.2878658615421479,0.3059673144073664,1,1,26,13,Home
47,21318,547,Employed,23756,48,High School,5,273,0.0254688357562141,0.2963642571303602,0,0,37,1,Debt Consolidation
18,19021,638,Employed,16759,36,Master,5,292,0.1877488543474987,0.0615966414841707,0,1,23,23,Debt Consolidation
46,45244,592,Employed,38912,48,Bachelor,1,317,0.2086964067830226,0.1733330372576853,0,0,26,26,Auto
36,128476,567,Employed,19494,48,Bachelor,0,400,0.0869648656909644,0.4018745653369554,0,0,19,14,Education
43,56685,503,Unemployed,8060,24,Associate,3,640,0.2193917100105605,0.387466454208776,0,0,23,29,Other
62,75696,565,Employed,14292,48,High School,0,302,0.325972972567085,0.5269445080749071,0,0,25,22,Auto
54,69321,473,Employed,27178,48,High School,5,558,0.2790565990184072,0.3296527802887807,0,0,19,24,Other
59,84771,608,Employed,18982,72,Bachelor,0,322,0.2084169958101136,0.3496066270148006,0,0,23,19,Debt Consolidation
56,52532,658,Employed,12526,36,Master,4,816,0.3056549031281931,0.4899890315782778,0,0,23,6,Auto
49,34220,629,Self-Employed,24428,48,Bachelor,4,250,0.1743406504666594,0.5133081438498942,0,0,26,8,Education
22,30305,563,Employed,9336,12,Associate,1,145,0.1844217171285391,0.563894333068497,0,1,25,7,Education
44,71153,499,Employed,13040,72,Associate,3,297,0.5936058656562926,0.2216771651448018,0,0,24,1,Home
38,51649,589,Employed,15661,60,Doctorate,1,637,0.4811422886006524,0.0255975261057163,1,0,24,3,Debt Consolidation
37,43657,609,Employed,39749,24,Bachelor,0,106,0.5049001779851584,0.4738672408848188,0,0,22,28,Auto
40,71252,628,Employed,16599,72,Bachelor,1,241,0.0357386412577164,0.3137403327764849,0,0,22,29,Debt Consolidation
39,42593,583,Unemployed,8962,60,Associate,1,262,0.097135939483371,0.2754612017557462,0,1,22,16,Education
33,90837,515,Unemployed,12583,60,Master,5,411,0.1509121901891121,0.3401616369729389,0,0,36,20,Auto
38,55087,624,Unemployed,14855,96,Bachelor,1,746,0.3155220925285567,0.439574962812379,0,0,23,26,Education
23,43847,591,Employed,19672,60,Associate,2,517,0.1432430913169672,0.1552211487329831,0,0,25,21,Education
52,38652,543,Employed,30736,24,Bachelor,3,286,0.194400946109789,0.111206353036042,0,0,21,2,Home
41,15000,566,Employed,28059,48,High School,1,324,0.2950659750935496,0.1175694632566869,0,0,18,20,Other
39,63164,654,Employed,19531,84,Master,0,360,0.5839805668356693,0.0704054366070961,0,0,21,24,Auto
34,25586,530,Employed,11415,84,Master,0,512,0.2850322160549985,0.2060078624491241,0,0,26,21,Education
28,16260,513,Employed,31122,60,High School,0,355,0.3079246906638563,0.3362734012935789,0,1,20,21,Education
43,40623,629,Employed,13382,36,Master,4,606,0.1241308877479406,0.0896839626964063,0,0,22,11,Education
38,57888,571,Employed,8943,72,High School,0,121,0.4875139318876681,0.4925665615786957,0,0,21,3,Home
24,38432,627,Employed,24603,60,Master,1,194,0.4189933786182331,0.3413364317642544,0,0,19,15,Debt Consolidation
49,58097,550,Employed,12637,36,High School,0,360,0.3627364265386676,0.1069354138668695,0,0,32,13,Education
43,26351,554,Employed,14623,36,Bachelor,1,532,0.3053301418240877,0.71167610776456,0,0,30,21,Other
38,28726,628,Employed,59524,48,Bachelor,0,401,0.277683863570584,0.0740865789489059,0,0,33,15,Home
43,85835,571,Employed,22994,36,Bachelor,2,207,0.2563774422800939,0.4380235090393403,0,0,22,18,Home
26,32877,534,Employed,21029,60,High School,0,461,0.2558878422118386,0.4162443942876472,0,0,19,1,Education
56,45680,608,Employed,28715,48,High School,0,356,0.2737047010342047,0.116648956335238,0,0,22,13,Home
40,25251,478,Employed,39066,60,Bachelor,0,288,0.2621077249430696,0.0605852068534636,1,0,25,14,Home
58,34469,556,Self-Employed,8677,120,Bachelor,5,619,0.8343053388791476,0.5738060444135877,0,0,17,4,Debt Consolidation
33,42349,594,Employed,37800,120,Bachelor,4,311,0.0326003218774959,0.226850243128285,0,0,12,18,Other
41,38859,621,Employed,13024,60,Associate,3,1043,0.151435532798049,0.4390278210919095,0,0,28,2,Auto
41,24914,600,Employed,20607,60,Bachelor,0,185,0.5478432134883042,0.2358614980245467,0,0,25,4,Debt Consolidation
50,84165,586,Employed,12893,36,Master,0,495,0.3487691595958801,0.1895071105139321,1,0,20,22,Home
44,38236,625,Employed,19891,96,Bachelor,1,190,0.155316415791326,0.5276277562600871,0,0,31,2,Home
34,60926,566,Employed,19965,72,Master,0,876,0.3702673710883322,0.1784639260982322,0,0,17,14,Home
23,52403,488,Employed,7207,120,Associate,3,793,0.0461278811591322,0.1031097811578879,0,0,25,27,Debt Consolidation
44,16337,603,Employed,21256,36,High School,2,441,0.2298887735385493,0.1501777205041082,0,0,22,23,Education
40,15000,597,Employed,17864,84,Associate,2,721,0.0622331223252061,0.1711500946838285,0,0,21,19,Home
52,66923,670,Employed,30212,48,Doctorate,1,381,0.3580260548618715,0.2112574119029161,0,0,26,11,Auto
39,82834,572,Employed,29290,60,High School,1,737,0.1368243593941394,0.2526286557404109,0,0,24,13,Debt Consolidation
21,15000,554,Employed,21551,72,High School,1,572,0.2406585426698522,0.5457639904983864,0,0,25,1,Debt Consolidation
43,26536,586,Employed,28220,36,Master,1,630,0.2459767800956811,0.1979865829465865,0,0,23,28,Other
18,31973,573,Employed,29400,36,High School,3,426,0.1578588154940605,0.3289625068616031,0,0,32,27,Other
31,64901,589,Employed,14529,36,Associate,1,692,0.4638413688654796,0.1462408083728995,0,0,27,22,Debt Consolidation
45,135559,504,Self-Employed,13201,36,High School,0,687,0.1154737618019609,0.3828095532227081,1,0,21,10,Debt Consolidation
25,49329,493,Employed,34318,60,Master,3,807,0.1354618029633603,0.3028281655322632,0,0,29,17,Other
45,67349,538,Employed,33887,48,High School,3,292,0.09346179747618,0.3132716216871917,0,0,32,11,Auto
49,176294,604,Employed,28116,24,Associate,1,273,0.0946520479616877,0.2416756752064393,0,0,12,23,Auto
65,86134,557,Self-Employed,20657,24,Associate,4,344,0.1288370836850032,0.0769936768240393,0,0,27,5,Debt Consolidation
49,89335,576,Employed,7821,60,Bachelor,2,1228,0.1726004969413579,0.2188938996381184,0,0,24,24,Education
18,80382,545,Employed,36970,36,High School,4,489,0.0473733644184899,0.4330252328069437,0,0,38,11,Home
31,187121,508,Employed,15527,36,Associate,3,307,0.3299241139236377,0.6291776288593265,0,0,26,13,Debt Consolidation
36,21536,563,Employed,11183,60,High School,0,885,0.1928553103410389,0.2390667138462698,0,0,27,17,Home
38,49922,548,Employed,18880,24,High School,3,217,0.4871601735967021,0.0413322670994342,0,0,25,5,Auto
37,23683,579,Employed,27003,60,High School,1,456,0.3785527903561979,0.1560010886928901,0,0,24,20,Home
29,27935,603,Self-Employed,20340,72,Bachelor,0,210,0.107055147443639,0.2551583795456363,0,0,22,24,Auto
55,33171,660,Employed,8329,72,Bachelor,1,472,0.3881891736630265,0.0950784528160964,0,0,27,8,Home
35,75066,624,Unemployed,47070,36,Bachelor,1,1232,0.1437862594059392,0.0471229875737654,0,0,29,23,Education
28,77860,552,Self-Employed,24338,96,Bachelor,0,145,0.2927821335060732,0.4060285895445912,0,0,26,1,Home
45,24875,632,Employed,29191,48,High School,2,336,0.0813023809361704,0.2855921653759404,0,0,25,11,Debt Consolidation
38,26410,536,Unemployed,25070,60,High School,0,687,0.1824529534155015,0.3033941088921225,0,0,24,8,Education
51,71343,568,Employed,32367,72,Master,5,384,0.2009877076484841,0.0995055427347658,0,0,29,2,Debt Consolidation
18,43116,570,Employed,17621,48,Bachelor,0,312,0.3031496242914302,0.2493926895756545,0,0,25,7,Home
54,74291,666,Employed,15775,24,Bachelor,2,550,0.0520537483805402,0.1087687880387677,0,0,18,1,Home
36,65087,583,Employed,16824,72,Master,0,695,0.3600194938494835,0.5490615745140796,0,0,35,9,Home
31,28931,599,Employed,44424,12,Bachelor,0,430,0.0564830727747103,0.2489497437101864,0,0,22,15,Home
51,56602,561,Employed,19082,36,Master,0,255,0.4376745145758036,0.2394478715365163,0,0,17,3,Home
56,46720,536,Employed,13059,60,Associate,1,625,0.3589706754500495,0.1001885285434525,1,0,28,23,Other
38,74653,611,Employed,36914,72,Master,3,141,0.404945196977073,0.3930104047023717,0,0,18,7,Other
18,17692,485,Employed,27397,24,High School,0,618,0.2871945388885987,0.2763887113773273,0,0,21,16,Auto
51,117775,551,Employed,22423,60,Associate,0,428,0.1546202954769349,0.1153189086769886,0,0,35,20,Debt Consolidation
22,33646,533,Employed,12728,36,Associate,0,291,0.195632218881826,0.2265572416432457,0,0,21,7,Home
20,54519,540,Employed,32468,60,Master,0,168,0.2332714703334259,0.4743260649281064,0,0,18,29,Auto
58,68197,624,Employed,14951,36,Bachelor,1,968,0.2161140294450004,0.2052337260669876,0,0,23,18,Debt Consolidation
50,53799,644,Employed,22690,24,Bachelor,0,231,0.0808284229421875,0.2054777841116075,0,0,24,23,Other
32,24322,577,Employed,71498,60,High School,0,265,0.3190735786145991,0.5383973315083609,0,0,25,2,Auto
36,26304,562,Employed,25955,36,Bachelor,0,330,0.1631811928550544,0.4836113633633035,0,0,17,10,Auto
53,52682,618,Employed,23713,84,Bachelor,0,412,0.2649747001643411,0.1438537903339744,0,0,20,1,Education
48,22993,599,Employed,26538,60,High School,0,569,0.3916856930880337,0.139382324471328,0,1,29,26,Debt Consolidation
37,98074,620,Employed,16112,60,Master,3,495,0.4833771184525332,0.4067297521255082,0,0,22,6,Other
52,69307,597,Employed,13678,36,High School,3,611,0.1933238385120935,0.1076167891285724,0,0,30,24,Auto
44,25408,557,Employed,30451,48,Associate,0,599,0.67495716826357,0.159674739964389,0,0,23,9,Home
29,38910,516,Employed,37359,36,Associate,3,415,0.3671963125979573,0.2894037180413452,0,0,24,5,Home
51,61579,577,Employed,4326,24,High School,4,966,0.330172645652394,0.348927533760873,0,0,19,28,Debt Consolidation
31,46305,543,Unemployed,58361,36,High School,0,959,0.1912418910209961,0.1817364673087916,0,0,19,25,Education
37,52558,635,Employed,32760,36,Associate,1,393,0.3312023383021298,0.2612074438565839,0,0,24,10,Debt Consolidation
18,90614,578,Employed,12967,36,High School,0,447,0.3513943600250158,0.302193583218014,0,0,31,13,Debt Consolidation
36,25567,627,Employed,17022,36,Master,5,368,0.0593410571691829,0.2101426022161572,0,0,24,18,Debt Consolidation
44,77947,460,Employed,31250,24,Bachelor,1,276,0.3021691529840584,0.5264300400027352,0,0,24,12,Auto
56,61934,609,Employed,17655,24,Associate,2,457,0.1224248285912556,0.4365830148000476,0,0,30,25,Debt Consolidation
51,48332,523,Employed,27942,12,High School,1,353,0.2694090898811085,0.3997665608476616,0,0,18,3,Home
35,94036,616,Employed,49258,24,High School,3,526,0.4747148187841213,0.7477666683265664,0,0,23,15,Education
31,28237,563,Employed,21388,84,Master,3,448,0.2569948061755664,0.2194515536585022,0,0,28,26,Debt Consolidation
35,82826,595,Employed,15266,96,Associate,2,996,0.4196547980353682,0.1029490542275172,0,0,17,15,Education
26,31510,614,Employed,12051,48,Associate,1,555,0.1333397891151724,0.1825485297687666,0,0,30,15,Home
39,17789,497,Employed,25896,48,Associate,0,222,0.2007412352619746,0.0666152700819449,0,0,18,3,Home
20,28624,591,Employed,22349,36,High School,1,535,0.1905264871895791,0.2757116371689568,0,0,34,14,Education
41,51157,606,Unemployed,29137,48,Bachelor,2,354,0.1761190063075982,0.1587533483622445,0,0,17,2,Home
18,55421,596,Self-Employed,9992,24,Master,0,236,0.3284696996092364,0.2564534730727431,0,0,29,10,Auto
65,19381,602,Employed,59660,60,Associate,1,395,0.1126142889454411,0.2850802871739823,0,1,21,6,Auto
18,30339,475,Employed,7646,120,Bachelor,1,333,0.1331827784618325,0.236772658720974,0,1,26,5,Home
41,74441,592,Employed,45391,36,Bachelor,0,326,0.1676205202078985,0.3742382410184197,0,1,16,24,Home
27,47058,555,Unemployed,34745,96,Bachelor,2,161,0.1019458102025419,0.3752534074360958,0,0,19,21,Education
54,145203,657,Self-Employed,33779,84,Bachelor,1,324,0.3630288599160909,0.2510616374186663,0,0,17,13,Education
46,119069,614,Employed,13812,36,Master,3,225,0.1148745626619757,0.4539739416231066,0,0,23,15,Other
30,78993,592,Employed,31719,72,Associate,3,440,0.3073206671245387,0.6114824620520478,0,0,23,11,Home
27,39733,394,Employed,25433,24,Bachelor,1,333,0.3902540860595744,0.3660773340142313,0,0,17,19,Auto
23,48067,546,Employed,25348,36,Master,4,332,0.2452929176869152,0.2722127781416408,0,1,23,1,Home
43,87191,656,Self-Employed,25118,36,Master,0,249,0.1294292869353819,0.2639367367363643,0,0,21,18,Home
18,42998,574,Self-Employed,24419,48,Bachelor,2,564,0.4038100406169753,0.6823557875155829,0,0,23,22,Home
42,74762,611,Employed,19869,96,Master,0,200,0.3189449790249635,0.335893472438197,0,0,24,18,Auto
33,66986,570,Self-Employed,6265,12,Doctorate,0,331,0.3582583256645007,0.4647046334841471,0,0,22,12,Debt Consolidation
43,24642,582,Employed,39127,48,Associate,1,836,0.1929565857899026,0.2866798325840077,0,0,21,17,Other
41,83829,579,Employed,17569,12,Bachelor,0,371,0.302852498850791,0.2608024159795803,0,0,18,2,Education
32,15000,549,Employed,25284,36,High School,0,641,0.6043095140626763,0.3759902892617697,0,1,28,3,Education
37,31364,515,Employed,8320,72,High School,0,592,0.2701923747211092,0.2572736742987671,0,0,27,22,Home
54,51317,663,Self-Employed,18582,60,Master,0,408,0.1293158517055925,0.2252111385923672,0,0,22,14,Home
42,65276,637,Employed,9770,48,High School,0,115,0.0774196245704242,0.4697574892596928,0,0,24,28,Auto
54,19360,557,Self-Employed,40796,72,Associate,2,640,0.7377742703456083,0.311558957620034,0,0,23,21,Auto
49,22116,498,Employed,21942,60,Associate,4,401,0.4483398819857322,0.207321732848009,0,0,26,14,Other
27,31393,613,Unemployed,18994,24,Bachelor,2,988,0.1724996699190851,0.2624930547567591,0,0,29,11,Auto
